customer_id,first_name,last_name,segment,region,city,signup_date
C00055,Evie,Wilson,Consumer,North East,Durham,2022-06-14
C00056,Evie,Davies,Corporate,South East,Brighton,2025-10-14
C00057,Oscar,Clarke,Consumer,Scotland,Glasgow,2023-05-20
C00058,Oscar,Thomas,Small Business,South West,Plymouth,2025-09-08
C00059,Sophia,Wright,Consumer,North West,Preston,2023-02-23
C00060,Sophia,Robinson,Corporate,South West,Plymouth,2022-09-26
C00061,Muhammad,Clarke,Small Business,South East,Brighton,2022-01-20
C00062,Harry,Green,Corporate,South East,Reading,2025-01-06
C00063,Theo,Davies,Corporate,Yorkshire,York,2022-05-21
C00064,Alfie,Hall,Small Business,East of England,Norwich,2024-06-16
C00065,Thomas,Smith,Small Business,Scotland,Aberdeen,2025-09-01
C00066,Jack,Brown,Consumer,South East,Reading,2022-10-03
C00067,Grace,Johnson,Small Business,North West,Preston,2023-08-01
C00068,Leo,Patel,Small Business,West Midlands,Coventry,2025-11-08
C00069,William,Walker,Corporate,North West,Manchester,2022-04-15
C00070,Arthur,Williams,Small Business,London,London,2023-11-15
C00071,Lily,Walker,Small Business,East of England,Cambridge,2024-06-23
C00072,Theo,Williams,Small Business,South East,Brighton,2022-06-04
C00073,Lily,Williams,Corporate,Yorkshire,Sheffield,2025-04-07
C00074,Emily,Jones,Corporate,London,London,2023-09-24
C00075,Emma,Thompson,Small Business,West Midlands,Coventry,2025-09-27
C00076,Sophie,Davies,Consumer,Scotland,Edinburgh,2022-11-13
C00077,Amelia,Wright,Corporate,South West,Exeter,2022-02-20
C00078,Mia,Brown,Corporate,North West,Manchester,2022-11-23
C00079,Harry,White,Corporate,East Midlands,Derby,2023-04-01
C00080,James,Johnson,Corporate,West Midlands,Coventry,2023-04-02
C00081,Arthur,Patel,Corporate,North West,Chester,2022-05-23
C00082,James,Brown,Corporate,North East,Newcastle,2023-11-10
C00083,Olivia,Brown,Small Business,Scotland,Dundee,2023-06-28
C00084,Poppy,Clarke,Small Business,Yorkshire,Leeds,2023-10-05
C00085,Harry,Patel,Consumer,South West,Bath,2025-03-26
C00086,Sophie,Hall,Small Business,London,London,2024-11-30
C00087,William,Wright,Small Business,Yorkshire,York,2024-06-02
C00088,Thomas,Robinson,Small Business,South East,Canterbury,2023-09-08
C00089,Henry,Robinson,Small Business,Yorkshire,Sheffield,2024-04-04
C00090,Sophia,Evans,Small Business,West Midlands,Wolverhampton,2024-05-11
C00091,Oscar,Robinson,Corporate,East of England,Peterborough,2025-06-14
C00092,Isla,Johnson,Corporate,London,London,2023-09-15
C00093,Muhammad,Johnson,Small Business,East Midlands,Lincoln,2024-06-23
C00094,William,Robinson,Small Business,East of England,Peterborough,2025-09-11
C00095,William,Davies,Small Business,Scotland,Aberdeen,2023-11-18
C00096,George,Smith,Consumer,West Midlands,Birmingham,2023-02-12
C00097,Evie,Taylor,Corporate,East Midlands,Lincoln,2025-06-05
C00098,Henry,Evans,Corporate,Scotland,Dundee,2023-02-03
C00099,Leo,Smith,Consumer,West Midlands,Coventry,2022-10-30
C00100,Mia,Green,Corporate,West Midlands,Birmingham,2022-12-27
C00101,Sophie,Brown,Corporate,North East,Newcastle,2023-05-26
C00102,Thomas,Hall,Small Business,East Midlands,Derby,2025-09-29
C00103,Alfie,Green,Corporate,East Midlands,Lincoln,2025-06-08
C00104,Muhammad,Patel,Consumer,East of England,Peterborough,2024-08-30
C00105,Ella,Davies,Corporate,North West,Chester,2024-12-03
C00106,Ava,Patel,Corporate,South East,Oxford,2023-08-09
C00107,George,Williams,Consumer,North East,Sunderland,2022-06-15
C00108,Harry,Taylor,Corporate,East of England,Norwich,2025-12-17
C00109,Muhammad,Walker,Consumer,Yorkshire,Sheffield,2025-01-16
C00110,Theo,Thomas,Small Business,South West,Bristol,2024-03-08
C00111,Ella,Smith,Corporate,Scotland,Aberdeen,2024-02-19
C00112,Lily,Hall,Small Business,South West,Exeter,2024-05-08
C00113,Jack,Walker,Corporate,East Midlands,Leicester,2023-03-26
C00114,Sophia,Evans,Small Business,South West,Exeter,2023-11-20
C00115,Grace,Hall,Consumer,East Midlands,Lincoln,2022-09-19
C00116,Sophia,Smith,Consumer,Scotland,Dundee,2025-03-01
C00117,Amelia,Jones,Corporate,East of England,Norwich,2024-08-03
C00118,Muhammad,Wright,Corporate,Yorkshire,Hull,2023-03-10
C00119,Jack,Taylor,Corporate,North West,Manchester,2024-05-13
C00120,Emily,Davies,Small Business,North East,Newcastle,2022-04-17
C00121,Ava,Johnson,Consumer,London,London,2022-03-05
C00122,Ella,Brown,Small Business,West Midlands,Birmingham,2022-09-16
C00123,Jack,Thompson,Consumer,East Midlands,Leicester,2025-12-03
C00124,Emma,Thomas,Consumer,East of England,Norwich,2023-09-30
C00125,Sophie,Evans,Corporate,Scotland,Edinburgh,2025-10-19
C00126,Henry,Davies,Consumer,South East,Oxford,2025-04-27
C00127,Mia,Thomas,Consumer,Scotland,Aberdeen,2022-09-05
C00128,Sophia,Thompson,Consumer,North East,Durham,2024-05-27
C00129,Evie,Walker,Corporate,Yorkshire,Leeds,2022-01-26
C00130,Leo,White,Small Business,South West,Exeter,2024-01-12
C00131,Freya,Green,Small Business,South West,Plymouth,2022-12-27
C00132,Arthur,Roberts,Corporate,Scotland,Dundee,2025-01-07
C00133,Noah,Davies,Consumer,Scotland,Aberdeen,2023-07-04
C00134,Arthur,White,Small Business,East Midlands,Lincoln,2023-05-15
C00135,Ella,Wright,Consumer,Yorkshire,Hull,2022-02-28
C00136,Mia,Patel,Corporate,West Midlands,Coventry,2023-12-28
C00137,Theo,Patel,Small Business,Scotland,Glasgow,2025-12-07
C00138,William,Davies,Small Business,North East,Sunderland,2023-01-27
C00139,Arthur,Davies,Small Business,East Midlands,Lincoln,2025-02-11
C00140,Mia,Smith,Consumer,East Midlands,Derby,2024-07-06
C00141,Henry,Davies,Corporate,West Midlands,Wolverhampton,2024-04-08
C00142,Ella,Hall,Small Business,Scotland,Aberdeen,2024-01-26
C00143,Noah,Thompson,Small Business,South West,Bath,2025-02-01
C00144,Jack,Davies,Consumer,North West,Liverpool,2023-09-20
C00145,Freya,Hall,Small Business,Yorkshire,Sheffield,2022-09-02
C00146,Freya,Roberts,Corporate,West Midlands,Wolverhampton,2023-03-20
C00147,Grace,Robinson,Consumer,Scotland,Edinburgh,2024-12-10
C00148,Emily,Wilson,Corporate,North West,Manchester,2023-04-11
C00149,Jack,Jones,Consumer,North East,Durham,2022-09-17
C00150,George,Roberts,Consumer,North West,Manchester,2025-11-29
C00151,Ella,Roberts,Corporate,Scotland,Aberdeen,2023-08-06
C00152,Jack,Roberts,Consumer,East of England,Cambridge,2022-04-16
C00153,William,Thomas,Small Business,South West,Bristol,2024-10-04
C00154,Mia,Thomas,Corporate,East of England,Cambridge,2022-11-02
C00155,Lily,Walker,Small Business,West Midlands,Wolverhampton,2022-08-31
C00156,Arthur,Green,Corporate,Scotland,Dundee,2023-04-08
C00157,Evie,Thomas,Corporate,East Midlands,Derby,2023-09-01
C00158,Olivia,Clarke,Small Business,Scotland,Glasgow,2025-06-25
C00159,Harry,Patel,Small Business,West Midlands,Birmingham,2025-07-05
C00160,Amelia,Hall,Consumer,East of England,Cambridge,2023-05-07
C00161,Muhammad,Clarke,Corporate,London,London,2024-04-16
C00162,Isla,Robinson,Small Business,London,London,2023-04-20
C00163,Ava,Patel,Small Business,South East,Reading,2025-11-08
C00164,Lily,Davies,Small Business,South West,Exeter,2022-08-24
C00165,William,Jones,Consumer,North West,Preston,2022-10-19
C00166,Sophie,Robinson,Corporate,Scotland,Glasgow,2025-03-11
C00167,Isla,Evans,Corporate,East Midlands,Lincoln,2025-11-11
C00168,Grace,Jones,Corporate,East Midlands,Derby,2022-06-14
C00169,James,Taylor,Consumer,Scotland,Glasgow,2023-05-28
C00170,Olivia,Wilson,Corporate,North West,Chester,2025-03-26
C00171,Oscar,Walker,Small Business,North West,Chester,2023-01-07
C00172,Emily,Walker,Corporate,South East,Oxford,2024-08-20
C00173,Noah,Walker,Small Business,South East,Canterbury,2022-11-26
C00174,Charlie,Hall,Consumer,North West,Chester,2025-09-18
C00175,Jack,Wright,Consumer,South East,Canterbury,2023-10-07
C00176,Sophia,Hall,Corporate,North East,Sunderland,2022-01-03
C00177,Thomas,Thompson,Small Business,London,London,2023-01-20
C00178,Harry,Patel,Small Business,East Midlands,Nottingham,2022-04-16
C00179,Theo,Roberts,Consumer,North West,Manchester,2024-06-16
C00180,Henry,Wilson,Corporate,Scotland,Glasgow,2023-05-06
C00181,William,Davies,Consumer,North East,Sunderland,2024-04-15
C00182,Alfie,Williams,Corporate,South East,Oxford,2025-08-19
C00183,Jack,Walker,Corporate,North East,Sunderland,2025-12-15
C00184,Lily,Williams,Corporate,West Midlands,Birmingham,2024-07-24
C00185,Freya,Williams,Consumer,Scotland,Aberdeen,2024-11-06
C00186,Sophie,Green,Corporate,South West,Bristol,2023-11-28
C00187,Alfie,Thomas,Small Business,North West,Chester,2023-09-04
C00188,Lily,Roberts,Corporate,East of England,Norwich,2024-07-03
C00189,Charlie,White,Corporate,North East,Newcastle,2025-01-17
C00190,Charlie,Davies,Corporate,West Midlands,Birmingham,2025-03-17
C00191,Henry,Evans,Corporate,Yorkshire,Sheffield,2024-08-26
C00192,George,Green,Small Business,East Midlands,Derby,2022-03-17
C00193,Emma,Green,Corporate,South East,Brighton,2024-06-20
C00194,Evie,Williams,Consumer,East of England,Norwich,2024-04-19
C00195,Grace,Evans,Small Business,North West,Manchester,2023-11-25
C00196,Evie,Hall,Corporate,Yorkshire,York,2025-10-13
C00197,Olivia,Clarke,Consumer,East Midlands,Nottingham,2025-01-13
C00198,Freya,Taylor,Corporate,North West,Manchester,2023-04-11
C00199,Amelia,Robinson,Consumer,South East,Brighton,2024-06-27
C00200,Isla,Thompson,Corporate,Yorkshire,Hull,2022-04-25
C00201,Thomas,Walker,Small Business,East of England,Peterborough,2023-05-16
C00202,Amelia,Taylor,Small Business,East of England,Norwich,2022-12-15
C00203,Ava,Roberts,Small Business,Scotland,Edinburgh,2025-10-31
C00204,Leo,Patel,Corporate,West Midlands,Coventry,2024-08-02
C00205,Theo,Robinson,Small Business,London,London,2024-08-10
C00206,Emily,Thomas,Corporate,South East,Canterbury,2024-06-23
C00207,Evie,Robinson,Consumer,North West,Chester,2024-07-24
C00208,Ava,Evans,Small Business,East Midlands,Derby,2022-08-07
C00209,Henry,Robinson,Consumer,Scotland,Dundee,2023-08-29
C00210,Oscar,Jones,Small Business,North West,Chester,2022-01-17
C00211,Grace,Thompson,Consumer,North West,Liverpool,2023-04-17
C00212,Sophia,Williams,Small Business,Scotland,Glasgow,2023-05-29
C00213,Mia,White,Consumer,London,London,2023-09-25
C00214,Sophie,Robinson,Corporate,East of England,Peterborough,2022-07-04
C00215,Harry,Williams,Small Business,South West,Plymouth,2022-12-26
C00216,Sophie,Patel,Consumer,North East,Sunderland,2024-10-24
C00217,Freya,Wright,Consumer,East Midlands,Lincoln,2023-08-28
C00218,Arthur,Davies,Small Business,South East,Canterbury,2022-10-16
C00219,William,Evans,Consumer,North East,Sunderland,2024-01-20
C00220,Muhammad,Thompson,Small Business,North East,Durham,2022-09-11
C00221,Charlie,Thompson,Consumer,North West,Liverpool,2025-04-12
C00222,Grace,Hall,Corporate,East Midlands,Nottingham,2022-02-21
C00223,Alfie,White,Small Business,South East,Oxford,2025-07-25
C00224,George,Jones,Consumer,South West,Plymouth,2022-08-27
C00225,Emma,Davies,Small Business,East Midlands,Nottingham,2022-08-26
C00226,Emily,Hall,Corporate,South West,Exeter,2024-07-18
C00227,Emma,Roberts,Small Business,South West,Bath,2025-09-03
C00228,Henry,Thompson,Consumer,North West,Chester,2022-03-09
C00229,Evie,Thompson,Consumer,East Midlands,Derby,2023-04-29
C00230,Emily,Jones,Corporate,North East,Sunderland,2025-08-13
C00231,Evie,White,Consumer,West Midlands,Wolverhampton,2022-09-08
C00232,Leo,Clarke,Consumer,West Midlands,Birmingham,2025-08-07
C00233,George,Thomas,Consumer,Yorkshire,Leeds,2023-05-14
C00234,Oscar,Johnson,Consumer,North East,Sunderland,2023-03-01
C00235,James,Patel,Consumer,East of England,Cambridge,2025-05-05
C00236,Mia,Wilson,Consumer,North East,Durham,2023-05-29
C00237,James,Thompson,Consumer,London,London,2022-09-27
C00238,Jack,Jones,Consumer,London,London,2022-12-23
C00239,Freya,Taylor,Corporate,North East,Sunderland,2022-08-21
C00240,Oscar,Brown,Corporate,Yorkshire,Sheffield,2024-11-17
C00241,Freya,Green,Corporate,Scotland,Dundee,2022-03-30
C00242,Ella,Evans,Corporate,London,London,2022-05-05
C00243,Sophie,White,Consumer,East Midlands,Leicester,2025-12-29
C00244,George,Taylor,Consumer,Yorkshire,York,2025-05-30
C00245,Oscar,Hall,Small Business,Scotland,Aberdeen,2025-07-20
C00246,Thomas,Robinson,Corporate,South West,Bath,2025-05-08
C00247,Emma,Hall,Small Business,South East,Reading,2025-12-08
C00248,Theo,Davies,Corporate,South West,Plymouth,2024-07-13
C00249,Poppy,Brown,Corporate,East Midlands,Lincoln,2024-03-27
C00250,Jack,Thompson,Consumer,Yorkshire,Hull,2025-09-24
C00251,Alfie,Taylor,Consumer,South East,Canterbury,2022-07-06
C00252,Mia,Williams,Small Business,South East,Brighton,2024-02-03
C00253,Lily,Wright,Small Business,Scotland,Glasgow,2025-02-24
C00254,Evie,Walker,Small Business,South West,Bristol,2023-12-26
C00255,Isla,Thompson,Consumer,North West,Liverpool,2025-05-14
C00256,Ella,Davies,Consumer,East of England,Norwich,2025-09-06
C00257,Emma,Patel,Small Business,North East,Newcastle,2024-01-23
C00258,Arthur,Clarke,Small Business,South West,Bristol,2025-02-22
C00259,Alfie,Patel,Consumer,Scotland,Edinburgh,2025-09-09
C00260,Arthur,Robinson,Corporate,North West,Preston,2025-12-10
C00261,Evie,Williams,Small Business,London,London,2023-01-07
C00262,Freya,Smith,Consumer,South East,Reading,2022-10-18
C00263,Muhammad,Wright,Consumer,South West,Plymouth,2024-05-09
C00264,Arthur,Thomas,Small Business,North West,Manchester,2023-10-27
C00265,Amelia,Clarke,Consumer,London,London,2022-11-15
C00266,Sophia,Walker,Corporate,North West,Chester,2024-06-26
C00267,Harry,Green,Consumer,South West,Plymouth,2023-07-14
C00268,Isla,Thomas,Corporate,South West,Plymouth,2022-08-16
C00269,Charlie,Clarke,Consumer,London,London,2023-03-28
C00270,Harry,Williams,Corporate,West Midlands,Coventry,2023-09-10
C00271,James,Roberts,Small Business,Yorkshire,Hull,2022-09-03
C00272,Charlie,Hall,Small Business,East of England,Cambridge,2022-09-22
C00273,Alfie,Thompson,Consumer,North East,Sunderland,2025-02-18
C00274,James,White,Consumer,London,London,2024-06-12
C00275,Oscar,Evans,Small Business,Scotland,Dundee,2024-05-29
C00276,Charlie,Smith,Corporate,North West,Liverpool,2022-08-24
C00277,Alfie,Thompson,Consumer,Scotland,Dundee,2024-07-31
C00278,Poppy,Thomas,Corporate,South East,Brighton,2023-05-14
C00279,Freya,Wright,Consumer,South West,Plymouth,2023-09-28
C00280,Thomas,Brown,Small Business,East of England,Peterborough,2022-06-06
C00281,Emily,Williams,Consumer,West Midlands,Birmingham,2023-12-17
C00282,Harry,Wilson,Small Business,East of England,Cambridge,2023-06-09
C00283,Arthur,Roberts,Corporate,South East,Canterbury,2022-12-29
C00284,Leo,Clarke,Corporate,Scotland,Aberdeen,2025-08-09
C00285,William,Roberts,Corporate,East of England,Peterborough,2024-06-19
C00286,Oscar,Jones,Corporate,North West,Manchester,2023-07-17
C00287,Muhammad,Jones,Consumer,North West,Preston,2024-08-03
C00288,Leo,Taylor,Small Business,North West,Chester,2022-06-07
C00289,Lily,Jones,Corporate,East Midlands,Nottingham,2025-04-03
C00290,Ella,Green,Consumer,Yorkshire,Leeds,2025-05-24
C00291,Mia,Wright,Small Business,East Midlands,Leicester,2022-07-31
C00292,Amelia,Jones,Consumer,North East,Durham,2025-08-16
C00293,Thomas,Green,Small Business,East Midlands,Nottingham,2024-06-18
C00294,Sophie,Robinson,Corporate,Yorkshire,Hull,2024-02-03
C00295,Grace,Jones,Small Business,Yorkshire,York,2025-10-22
C00296,Emma,Hall,Small Business,South East,Canterbury,2023-11-07
C00297,Freya,Clarke,Consumer,North West,Preston,2023-06-01
C00298,Sophia,Williams,Corporate,South East,Oxford,2025-04-08
C00299,Grace,Taylor,Corporate,South West,Bath,2022-09-22
C00300,Sophia,Green,Consumer,Yorkshire,Hull,2022-09-19
C00301,James,Thompson,Corporate,North East,Newcastle,2024-01-12
C00302,Arthur,Roberts,Consumer,West Midlands,Birmingham,2023-12-01
C00303,William,Robinson,Consumer,East of England,Peterborough,2022-11-14
C00304,Olivia,Wright,Small Business,North East,Newcastle,2024-12-14
C00305,George,Wilson,Consumer,Scotland,Edinburgh,2024-02-11
C00306,Poppy,Thompson,Small Business,East Midlands,Nottingham,2022-03-31
C00307,Isla,White,Consumer,East Midlands,Nottingham,2025-06-04
C00308,Theo,Johnson,Corporate,North West,Chester,2024-08-18
C00309,Arthur,Evans,Small Business,East Midlands,Lincoln,2023-08-01
C00310,Mia,Clarke,Consumer,East of England,Norwich,2023-02-13
C00311,Ella,Thompson,Small Business,London,London,2025-08-06
C00312,Isla,Taylor,Consumer,North East,Sunderland,2022-09-13
C00313,George,Walker,Consumer,East Midlands,Nottingham,2024-11-17
C00314,Sophie,Smith,Corporate,East Midlands,Leicester,2023-12-17
C00315,Emily,Davies,Corporate,South West,Bristol,2024-10-25
C00316,James,Wright,Consumer,Yorkshire,York,2023-04-05
C00317,Olivia,Robinson,Corporate,East of England,Peterborough,2022-10-09
C00318,Ella,White,Small Business,East of England,Cambridge,2025-12-15
C00319,Jack,Johnson,Consumer,South East,Canterbury,2022-02-08
C00320,Ava,Robinson,Consumer,South East,Brighton,2023-08-14
C00321,Leo,Clarke,Corporate,West Midlands,Birmingham,2024-05-09
C00322,Grace,Hall,Consumer,South East,Reading,2024-10-20
C00323,Poppy,Smith,Small Business,East of England,Norwich,2023-08-20
C00324,Poppy,Wilson,Small Business,West Midlands,Wolverhampton,2025-03-14
C00325,Emily,Taylor,Small Business,South East,Brighton,2024-12-08
C00326,Olivia,Evans,Corporate,South West,Plymouth,2024-08-20
C00327,Mia,Taylor,Corporate,London,London,2024-01-02
C00328,Freya,Wright,Consumer,South East,Brighton,2025-04-06
C00329,Noah,Wilson,Small Business,Yorkshire,Hull,2025-01-23
C00330,Amelia,Williams,Consumer,East Midlands,Lincoln,2025-07-17
C00331,Harry,Jones,Consumer,London,London,2023-08-24
C00332,Thomas,Evans,Small Business,Yorkshire,Hull,2023-09-28
C00333,Arthur,Johnson,Corporate,North West,Preston,2022-03-16
C00334,Noah,Patel,Consumer,London,London,2025-09-04
C00335,Freya,White,Corporate,South West,Plymouth,2024-03-30
C00336,Henry,Roberts,Corporate,East of England,Peterborough,2024-10-13
C00337,Freya,Walker,Consumer,North West,Chester,2022-06-19
C00338,Lily,Robinson,Corporate,Scotland,Glasgow,2023-01-05
C00339,Sophia,Robinson,Corporate,South East,Canterbury,2023-11-03
C00340,Amelia,White,Corporate,Scotland,Dundee,2024-05-22
C00341,Grace,Walker,Corporate,London,London,2023-12-24
C00342,Leo,Evans,Corporate,South East,Reading,2025-10-06
C00343,Evie,Clarke,Small Business,London,London,2022-10-20
C00344,William,Davies,Small Business,London,London,2022-09-16
C00345,Oscar,Jones,Small Business,Yorkshire,Sheffield,2024-02-24
C00346,Emily,White,Consumer,East Midlands,Nottingham,2024-01-30
C00347,Charlie,Wright,Small Business,North East,Sunderland,2024-01-22
C00348,James,Wilson,Corporate,West Midlands,Wolverhampton,2022-08-21
C00349,Emma,Patel,Corporate,South West,Bath,2025-02-24
C00350,Isla,Roberts,Consumer,West Midlands,Birmingham,2025-06-07
C00351,Muhammad,Wilson,Small Business,East of England,Norwich,2022-06-01
C00352,Evie,Wright,Small Business,South East,Oxford,2025-10-28
C00353,Lily,Robinson,Corporate,South East,Reading,2025-01-31
C00354,Thomas,Davies,Consumer,East of England,Cambridge,2024-01-11
C00355,Mia,Roberts,Consumer,East of England,Norwich,2023-04-30
C00356,Emily,White,Small Business,North East,Newcastle,2025-03-18
C00357,William,Robinson,Corporate,Scotland,Dundee,2022-06-26
C00358,Arthur,Walker,Small Business,North East,Newcastle,2024-04-21
C00359,Leo,Taylor,Corporate,East of England,Norwich,2023-10-12
C00360,George,Hall,Small Business,North East,Durham,2023-12-07
C00361,Poppy,Green,Consumer,East of England,Cambridge,2022-09-22
C00362,Isla,Wilson,Consumer,North East,Sunderland,2022-11-10
C00363,Thomas,Robinson,Consumer,West Midlands,Coventry,2023-12-10
C00364,Lily,Patel,Consumer,West Midlands,Wolverhampton,2025-07-24
C00365,Lily,Taylor,Small Business,North West,Liverpool,2025-06-12
C00366,George,Wilson,Small Business,Scotland,Aberdeen,2025-04-04
C00367,Alfie,Smith,Consumer,Scotland,Glasgow,2022-03-26
C00368,Leo,Johnson,Small Business,Scotland,Dundee,2023-06-27
C00369,James,Roberts,Small Business,Scotland,Aberdeen,2025-08-01
C00370,Ava,Evans,Corporate,North West,Chester,2024-09-16
C00371,Olivia,Wilson,Corporate,South East,Canterbury,2025-11-11
C00372,Harry,Wright,Small Business,East Midlands,Nottingham,2024-08-09
C00373,Freya,Thompson,Corporate,Yorkshire,Sheffield,2023-10-16
C00374,Lily,Brown,Corporate,Yorkshire,Sheffield,2024-11-20
C00375,Jack,White,Consumer,East Midlands,Nottingham,2022-09-08
C00376,Isla,Evans,Small Business,South East,Canterbury,2022-04-14
C00377,Alfie,Wright,Small Business,West Midlands,Wolverhampton,2022-11-24
C00378,Arthur,Wilson,Corporate,Yorkshire,Hull,2023-01-24
C00379,Ella,Smith,Consumer,East Midlands,Lincoln,2023-09-24
C00380,Ava,Johnson,Small Business,North East,Sunderland,2024-07-25
C00381,Isla,Roberts,Small Business,London,London,2022-04-14
C00382,James,Brown,Corporate,North West,Liverpool,2025-01-04
C00383,Arthur,Evans,Corporate,North West,Manchester,2024-01-20
C00384,Oscar,Hall,Consumer,South West,Plymouth,2022-04-15
C00385,William,Evans,Small Business,North East,Sunderland,2023-08-15
C00386,Alfie,Clarke,Small Business,North East,Durham,2023-07-27
C00387,Emma,Evans,Corporate,South East,Oxford,2022-09-21
C00388,Arthur,Williams,Consumer,North East,Durham,2024-01-19
C00389,Thomas,Jones,Consumer,North East,Newcastle,2024-04-02
C00390,Mia,Roberts,Small Business,East of England,Norwich,2023-11-14
C00391,Theo,Green,Consumer,East of England,Norwich,2025-05-26
C00392,Amelia,Evans,Small Business,Scotland,Aberdeen,2023-10-15
C00393,Thomas,Green,Small Business,Scotland,Dundee,2023-11-20
C00394,Ella,Smith,Corporate,Scotland,Aberdeen,2023-09-06
C00395,Oscar,Robinson,Small Business,South East,Brighton,2024-05-03
C00396,Jack,Thomas,Small Business,Scotland,Edinburgh,2024-08-29
C00397,Ella,Wilson,Small Business,London,London,2025-04-10
C00398,Ava,Jones,Small Business,East of England,Peterborough,2025-10-26
C00399,James,White,Corporate,South East,Canterbury,2023-01-26
C00400,Henry,Johnson,Corporate,East of England,Peterborough,2024-04-25
C00401,Evie,Jones,Small Business,Scotland,Edinburgh,2024-08-23
C00402,Lily,Wright,Small Business,North East,Sunderland,2023-03-01
C00403,Noah,Wilson,Corporate,North East,Durham,2024-02-11
C00404,Emily,Patel,Small Business,Yorkshire,Hull,2025-01-23
C00405,Jack,Hall,Corporate,West Midlands,Birmingham,2023-05-20
C00406,Henry,Johnson,Small Business,North West,Chester,2023-08-15
C00407,Emily,Hall,Small Business,Yorkshire,York,2024-09-09
C00408,Oscar,Hall,Corporate,North West,Chester,2022-09-07
C00409,Isla,Jones,Corporate,Yorkshire,Leeds,2022-10-27
C00410,Leo,Patel,Small Business,Yorkshire,Hull,2024-06-24
C00411,Alfie,Hall,Corporate,West Midlands,Wolverhampton,2023-02-18
C00412,Emma,Clarke,Small Business,North West,Liverpool,2022-10-09
C00413,Sophia,Green,Consumer,West Midlands,Wolverhampton,2022-04-14
C00414,Emma,Walker,Corporate,West Midlands,Wolverhampton,2022-04-18
